timestamp,fps,status,confidence,face_present,avg_ear,eyes_closed_time,gaze_direction,gaze_away_time,yaw,pitch,roll
2025-11-25T11:58:24.333957Z,1.1,distracted,0.6,True,0.404,0.0,right,81.97,9.01,164.85,5.1
2025-11-25T11:58:25.166861Z,1.1,distracted,0.6,True,0.404,0.0,right,82.79,26.71,166.12,-4.45
2025-11-25T11:58:26.001457Z,1.1,distracted,0.6,True,0.415,0.0,right,83.63,29.35,165.61,-3.66
2025-11-25T11:58:26.836255Z,1.1,distracted,0.6,True,0.41,0.0,right,84.47,27.33,165.34,-2.6
2025-11-25T11:58:27.670015Z,1.1,distracted,0.6,True,0.407,0.0,right,85.31,27.51,166.02,-3.03
2025-11-25T11:58:28.518678Z,1.1,distracted,0.6,True,0.404,0.0,right,86.15,28.9,166.51,-3.09
2025-11-25T11:58:29.349246Z,1.1,distracted,0.6,True,0.404,0.0,right,86.98,29.49,165.85,-3.87
2025-11-25T11:58:30.183335Z,1.2,distracted,0.6,True,0.395,0.0,right,87.82,25.68,166.22,-1.79
2025-11-25T11:58:31.014704Z,1.2,distracted,0.6,True,0.393,0.0,right,88.65,25.67,166.61,-1.73
2025-11-25T11:58:31.848538Z,1.2,distracted,0.6,True,0.399,0.0,right,89.48,26.99,166.62,-2.32
2025-11-25T11:58:32.690431Z,1.2,distracted,0.6,True,0.411,0.0,right,90.32,27.46,165.41,-2.6
2025-11-25T11:58:33.550086Z,1.2,distracted,0.6,True,0.414,0.0,right,91.16,29.01,167.08,-2.59
2025-11-25T11:58:34.389346Z,1.2,distracted,0.6,True,0.403,0.0,right,92.02,28.02,166.7,-2.14
2025-11-25T11:58:35.230310Z,1.2,distracted,0.6,True,0.393,0.0,right,92.86,26.76,166.18,-2.52
2025-11-25T11:58:36.058819Z,1.2,distracted,0.6,True,0.391,0.0,right,93.7,27.6,166.48,-2.29
2025-11-25T11:58:36.892355Z,1.2,distracted,0.6,True,0.402,0.0,right,94.53,25.4,165.04,-2.13
2025-11-25T11:58:37.733034Z,1.2,distracted,0.6,True,0.415,0.0,right,95.36,25.43,165.98,-2.58
2025-11-25T11:58:38.563886Z,1.2,distracted,0.6,True,0.415,0.0,right,96.2,27.01,165.52,-2.17
2025-11-25T11:58:39.416095Z,1.2,distracted,0.6,True,0.41,0.0,right,97.05,28.61,167.15,-2.37
2025-11-25T11:58:40.260371Z,1.2,distracted,0.6,True,0.404,0.0,right,97.89,25.08,166.09,-1.72
2025-11-25T11:58:41.100607Z,1.2,distracted,0.6,True,0.397,0.0,right,98.73,24.09,164.86,-1.18
2025-11-25T11:58:41.930499Z,1.2,distracted,0.6,True,0.423,0.0,right,99.57,26.28,166.07,-1.84
2025-11-25T11:58:42.757954Z,1.2,distracted,0.6,True,0.428,0.0,right,100.4,27.01,167.69,-2.13
2025-11-25T11:58:43.597817Z,1.2,distracted,0.6,True,0.398,0.0,right,101.23,28.07,165.73,-1.38
2025-11-25T11:58:44.435557Z,1.2,distracted,0.6,True,0.314,0.0,right,102.06,22.9,163.55,-1.51
2025-11-25T11:58:45.268163Z,1.2,distracted,0.6,True,0.241,0.0,right,102.9,24.01,163.27,-2.14
2025-11-25T11:58:46.115076Z,1.2,distracted,0.6,True,0.251,0.0,right,103.75,23.62,164.05,-1.88
2025-11-25T11:58:46.938806Z,1.2,distracted,0.6,True,0.294,0.0,right,104.58,27.67,166.38,-1.97
